Compound,Neutral.Formula,CAS,CAS_RN,InChIKey,mz,Adduct,Charge,CCS,SD,RSD,CCS.z,Peak.N,Kingdom,Super.Class,Class,Subclass,N.Rep,Sources
NADP,C21H28N7O17P3,698999-85-8,CAS_RN:698999-85-8,JNUMDLCHLVUHFS-UHFFFAOYSA-M,766.0609,[M+Na],1,241.1,0.332,0.0014,241.1,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
NADPH,C21H31N7O17P3,2646-71-1,CAS_RN:2646-71-1,ACFIXJIJDZMPPO-NNYOXOHSSA-N,744.0837,[M-H],-1,246.7,0.34,0.0014,246.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
NADPH,C21H31N7O17P3,2646-71-1,CAS_RN:2646-71-1,ACFIXJIJDZMPPO-NNYOXOHSSA-N,744.0825,[M+H],1,232.4,0.311,0.0013,232.4,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
NADPH,C21H31N7O17P3,2646-71-1,CAS_RN:2646-71-1,ACFIXJIJDZMPPO-NNYOXOHSSA-N,766.0666,[M+Na],1,240.7,0.435,0.0018,240.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Naphthalene,C10H8,91-20-3,CAS_RN:91-20-3,UFWIBTONFRDIAS-UHFFFAOYSA-N,128.0626,[M*],1,117.7,0.656,0.0056,117.7,1,Organic compounds,Benzenoids,Naphthalenes,NA,4,"1, 7"
Naphthalene,C10H8,91-20-3,CAS_RN:91-20-3,UFWIBTONFRDIAS-UHFFFAOYSA-N,129.0704,[M+H],1,119.2,0.974,0.0082,119.2,1,Organic compounds,Benzenoids,Naphthalenes,NA,4,"1, 7"
Naproxen,C14H14O3,22204-53-1,CAS_RN:22204-53-1,CMWTZPSULFXXJA-VIFPVBQESA-N,231.1021,[M+H],1,153.9,0.458,0.003,153.9,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Naproxen,C14H14O3,22204-53-1,CAS_RN:22204-53-1,CMWTZPSULFXXJA-VIFPVBQESA-N,253.0841,[M+Na],1,162.8,0.509,0.0031,162.8,1,Organic compounds,Benzenoids,Naphthalenes,NA,3,7
Naringenin,C15H12O5,480-41-1,CAS_RN:480-41-1,FTVWIRXFELQLPI-ZDUSSCGKSA-N,271.0606,[M-H],-1,166.8,0.725,0.0043,166.8,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,3,7
Naringenin,C15H12O5,480-41-1,CAS_RN:480-41-1,FTVWIRXFELQLPI-ZDUSSCGKSA-N,273.0763,[M+H],1,166.9,0.437,0.0026,166.9,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,3,7
Naringin,C27H32O14,10236-47-2,CAS_RN:10236-47-2,DFPMSGMNTNDNHN-ZPHOTFPESA-N,579.1714,[M-H],-1,216.6,0.058,3.00E-04,216.6,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,3,7
Naringin,C27H32O14,10236-47-2,CAS_RN:10236-47-2,DFPMSGMNTNDNHN-ZPHOTFPESA-N,581.187,[M+H],1,239.1,0.476,0.002,239.1,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,3,7
Naringin,C27H32O14,10236-47-2,CAS_RN:10236-47-2,DFPMSGMNTNDNHN-ZPHOTFPESA-N,603.169,[M+Na],1,232.5,0.609,0.0026,232.5,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,3,7
Nervonate,C24H46O2,506-37-6,CAS_RN:506-37-6,GWHCXVQVJPWHRF-KTKRTIGZSA-N,365.3405,[M-H],-1,197.3,0.445,0.0023,197.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Nervonate,C24H46O2,506-37-6,CAS_RN:506-37-6,GWHCXVQVJPWHRF-KTKRTIGZSA-N,389.3375,[M+Na],1,204.4,0.254,0.0012,204.4,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Neurotensin,C78H121N21O20,58889-67-1,CAS_RN:58889-67-1,PCJGZPGTCUMMOT-ISULXFBGSA-N,836.9626,[M+2H],2,434.9,0.62,0.0014,217.4,1,Organic compounds,Organic polymers,Polypeptides,NA,6,6
Neurotensin,C78H121N21O20,58889-67-1,CAS_RN:58889-67-1,PCJGZPGTCUMMOT-ISULXFBGSA-N,558.311,[M+3H],3,526.7,1.797,0.0034,175.6,1,Organic compounds,Organic polymers,Polypeptides,NA,6,6
Nicotinamide,C6H6N2O,98-92-0,CAS_RN:98-92-0,DFPAKSUCGFBDDF-UHFFFAOYSA-N,123.0557,[M+H],1,126.7,1.731,0.0137,126.7,1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,7,"7, 8"
Nicotinamide,C6H6N2O,98-92-0,CAS_RN:98-92-0,DFPAKSUCGFBDDF-UHFFFAOYSA-N,146.0218,[M+Na],1,136.4,0.484,0.0035,136.4,1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,3,8
Nicotinamide Hypoxanthine Dinucleotide,C21H26N6O15P2,104809-38-3,CAS_RN:104809-38-3,WEXDNVMJQPCPEE-UHFFFAOYSA-N,685.068,[M-2H+Na],-1,217.2,0.173,8.00E-04,217.2,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Nicotinamide Hypoxanthine Dinucleotide,C21H26N6O15P2,104809-38-3,CAS_RN:104809-38-3,WEXDNVMJQPCPEE-UHFFFAOYSA-N,663.0855,[M-H],-1,217.7,0.222,0.001,217.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Nicotinamide Hypoxanthine Dinucleotide,C21H27N6O15P2,1851-07-6,CAS_RN:1851-07-6,DGVSIBCCYUVRNA-NNYOXOHSSA-O,666.1088,[M+H],1,221.4,1.029,0.0046,221.4,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,3,7
Nicotinamide Hypoxanthine Dinucleotide,C21H26N6O15P2,104809-38-3,CAS_RN:104809-38-3,WEXDNVMJQPCPEE-UHFFFAOYSA-N,665.0966,[M+H],1,220.8,0.777,0.0035,220.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Nicotinamide Hypoxanthine Dinucleotide,C21H27N6O15P2,1851-07-6,CAS_RN:1851-07-6,DGVSIBCCYUVRNA-NNYOXOHSSA-O,688.0907,[M+Na],1,230.5,0.365,0.0016,230.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,3,7
Nicotinamide Hypoxanthine Dinucleotide,C21H26N6O15P2,104809-38-3,CAS_RN:104809-38-3,WEXDNVMJQPCPEE-UHFFFAOYSA-N,687.0784,[M+Na],1,229.4,0.556,0.0024,229.4,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Nicotinamide Mononucleotide,C11H15N2O8P,1094-61-7,CAS_RN:1094-61-7,DAYLJWODMCOQEW-TURQNECASA-N,335.0628,[M+H],1,165.8,0.608,0.0037,165.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyridine nucleotides,Nicotinamide nucleotides,7,"7, 8"
Nicotinate,C6H5NO2,59-67-6,CAS_RN:59-67-6,PVNIIMVLHYAWGP-UHFFFAOYSA-N,122.0271,[M-H],-1,121.3,0.727,0.006,121.3,1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,4,8
Nicotinate,C6H5NO2,59-67-6,CAS_RN:59-67-6,PVNIIMVLHYAWGP-UHFFFAOYSA-N,124.0407,[M+H],1,123.9,0.171,0.0014,123.9,1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,4,8
Nicotinic Acid Adenine Dinucleotide Phosphate,C21H27N6O18P3,5502-96-5,CAS_RN:5502-96-5,QOTXBMGJKFVZRD-HISDBWNOSA-O,743.0539,[M-H],-1,230.5,0.51,0.0022,230.5,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Nicotinic Acid Adenine Dinucleotide Phosphate,C21H27N6O18P3,5502-96-5,CAS_RN:5502-96-5,QOTXBMGJKFVZRD-HISDBWNOSA-O,745.0614,[M+H],1,230.8,0.843,0.0037,230.8,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
Noradrenaline,C8H11NO3,51-41-2,CAS_RN:51-41-2,SFLSHLFXELFNJZ-QMMMGPOBSA-N,168.0671,[M-H],-1,134.4,0.377,0.0028,134.4,1,Organic compounds,Benzenoids,Phenols,Benzenediols,4,8
Noradrenaline,C8H11NO3,51-41-2,CAS_RN:51-41-2,SFLSHLFXELFNJZ-QMMMGPOBSA-N,152.0717,[M+H-H2O],1,137.1,0.15,0.0011,137.1,1,Organic compounds,Benzenoids,Phenols,Benzenediols,4,8
Normetanephrine,C9H13NO3,1011-74-1,CAS_RN:1011-74-1,YNYAYWLBAHXHLL-UHFFFAOYSA-N,206.0783,[M+Na],1,155.4,0.821,0.0053,155.4,1,Organic compounds,Benzenoids,Phenols,Methoxyphenols,4,8
Norspermidine,C6H17N3,56-18-8,CAS_RN:56-18-8,OTBHHUPVCYLGQO-UHFFFAOYSA-N,132.1484,[M+H],1,127.6,0.196,0.0015,127.6,1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,7,"7, 8"
Norspermidine,C6H17N3,56-18-8,CAS_RN:56-18-8,OTBHHUPVCYLGQO-UHFFFAOYSA-N,154.132,[M+Na],1,132.3,0.299,0.0023,132.3,1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,4,8
Norvaline,C5H11NO2,6600-40-4,CAS_RN:6600-40-4,SNDPXSYFESPGGJ-BYPYZUCNSA-N,116.072,[M-H],-1,142.5,0.915,0.0064,142.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Norvaline,C5H11NO2,6600-40-4,CAS_RN:6600-40-4,SNDPXSYFESPGGJ-BYPYZUCNSA-N,118.085,[M+H],1,120.9,0.311,0.0026,120.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Norvaline,C5H11NO2,6600-40-4,CAS_RN:6600-40-4,SNDPXSYFESPGGJ-BYPYZUCNSA-N,140.0673,[M+Na],1,133,0.15,0.0011,133,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
O-Acetylcarnitine,C9H17NO4,5080-50-2,CAS_RN:5080-50-2,RDHQFKQIGNGIED-UHFFFAOYSA-N,204.1222,[M+H],1,143.5,0.141,0.001,143.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acid esters,4,8
O-Acetylserine,C5H9NO4,66638-22-0,CAS_RN:66638-22-0,VZXPDPZARILFQX-BYPYZUCNSA-N,148.0602,[M+H],1,130.5,0.387,0.003,130.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
O-Phosphoethanolamine,C2H8NO4P,1071-23-4,CAS_RN:1071-23-4,SUHOOTKUPISOBE-UHFFFAOYSA-N,140.0126,[M-H],-1,123.4,0.618,0.005,123.4,1,Organic compounds,Organic acids and derivatives,Organic phosphonic acids and derivatives,Phosphate esters,8,8
O-Phosphoserine,C3H8NO6P,17885-08-4,CAS_RN:17885-08-4,BZQFBWGGLXLEPQ-REOHCLBHSA-N,207.9974,[M+Na],1,140.9,0.126,9.00E-04,140.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
O-Succinyl-homoserine,C8H13NO6,1492-23-5,CAS_RN:1492-23-5,GNISQJGXJIDKDJ-YFKPBYRVSA-N,240.049,[M-2H+Na],-1,145.9,0.265,0.0018,145.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
O-Succinyl-homoserine,C8H13NO6,1492-23-5,CAS_RN:1492-23-5,GNISQJGXJIDKDJ-YFKPBYRVSA-N,220.0798,[M+H],1,146.2,0.405,0.0028,146.2,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7,"7, 8"
O-Succinyl-homoserine,C8H13NO6,1492-23-5,CAS_RN:1492-23-5,GNISQJGXJIDKDJ-YFKPBYRVSA-N,242.0617,[M+Na],1,146,0.446,0.0031,146,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7,"7, 8"
Oleic Acid (18:1),C18H34O2,112-80-1,CAS_RN:112-80-1,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,281.2469,[M-H],-1,175.6,0.331,0.0019,175.6,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,7,"7, 8"
Oleic Acid (18:1),C18H34O2,112-80-1,CAS_RN:112-80-1,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,281.2486,[M-H],-1,176.2,0.277,0.0016,176.2,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,6,6
Oleic Acid (18:1),C18H34O2,112-80-1,CAS_RN:112-80-1,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,305.2456,[M+Na],1,180.2,0.672,0.0037,180.2,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
Oleoyl-glycerol,C21H40O4,111-03-5,CAS_RN:111-03-5,RZRNAYUHWVFMIP-KTKRTIGZSA-N,357.2985,[M+H],1,202.9,0.312,0.0015,202.9,1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,4,8
Oleoyl-glycerol,C21H40O4,111-03-5,CAS_RN:111-03-5,RZRNAYUHWVFMIP-KTKRTIGZSA-N,379.2805,[M+Na],1,197.2,0.4,0.002,197.2,1,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,4,8
omega-3-Arachidonic Acid,C20H32O2,24880-40-8,CAS_RN:24880-40-8,HQPCSDADVLFHHO-UHFFFAOYSA-N,303.2324,[M-H],-1,186.7,0.115,6.00E-04,186.7,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
omega-3-Arachidonic Acid,C20H32O2,24880-40-8,CAS_RN:24880-40-8,HQPCSDADVLFHHO-UHFFFAOYSA-N,305.248,[M+H],1,177.8,0.576,0.0032,177.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
omega-3-Arachidonic Acid,C20H32O2,24880-40-8,CAS_RN:24880-40-8,HQPCSDADVLFHHO-UHFFFAOYSA-N,327.23,[M+Na],1,180,0.397,0.0022,180,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
omega-Hydroxydodecanoate,C12H24O3,505-95-3,CAS_RN:505-95-3,ZDHCZVWCTKTBRY-UHFFFAOYSA-N,215.1663,[M-H],-1,152.7,0.171,0.0011,152.7,1,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,4,8
omega-Hydroxydodecanoate,C12H24O3,505-95-3,CAS_RN:505-95-3,ZDHCZVWCTKTBRY-UHFFFAOYSA-N,239.1627,[M+Na],1,160.3,0.25,0.0016,160.3,1,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,4,8
Ophthalmate,C11H19N3O6,495-27-2,CAS_RN:495-27-2,JCMUOFQHZLPHQP-BQBZGAKWSA-N,310.1029,[M-2H+Na],-1,163.8,0.129,8.00E-04,163.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Ophthalmate,C11H19N3O6,495-27-2,CAS_RN:495-27-2,JCMUOFQHZLPHQP-BQBZGAKWSA-N,288.1207,[M-H],-1,160.8,0.126,8.00E-04,160.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Ophthalmate,C11H19N3O6,495-27-2,CAS_RN:495-27-2,JCMUOFQHZLPHQP-BQBZGAKWSA-N,290.1351,[M+H],1,164.5,0.15,9.00E-04,164.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Ophthalmate,C11H19N3O6,495-27-2,CAS_RN:495-27-2,JCMUOFQHZLPHQP-BQBZGAKWSA-N,312.1165,[M+Na],1,163.5,0.129,8.00E-04,163.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Orotic Acid,C5H4N2O4,65-86-1,CAS_RN:65-86-1,PXQPEWDEAKTCGB-UHFFFAOYSA-N,155.0112,[M-H],-1,121.7,0.45,0.0037,121.7,1,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,4,8
Orotic Acid,C5H4N2O4,65-86-1,CAS_RN:65-86-1,PXQPEWDEAKTCGB-UHFFFAOYSA-N,157.0249,[M+H],1,138,0.58,0.0042,138,1,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,3,7
Orotic Acid,C5H4N2O4,65-86-1,CAS_RN:65-86-1,PXQPEWDEAKTCGB-UHFFFAOYSA-N,179.0069,[M+Na],1,180.7,0.455,0.0025,180.7,1,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,3,7
Oxoadipate,C6H8O5,3184-35-8,CAS_RN:3184-35-8,FGSBNBBHOZHUBO-UHFFFAOYSA-N,181.0113,[M-2H+Na],-1,132.6,0.666,0.005,132.6,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,4,8
Oxoadipate,C6H8O5,3184-35-8,CAS_RN:3184-35-8,FGSBNBBHOZHUBO-UHFFFAOYSA-N,159.0292,[M-H],-1,126.8,0.559,0.0044,126.8,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,4,8
Oxoadipate,C6H8O5,3184-35-8,CAS_RN:3184-35-8,FGSBNBBHOZHUBO-UHFFFAOYSA-N,183.0261,[M+Na],1,137.5,0.821,0.006,137.5,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,4,8
Oxoglutarate,C5H6O5,22202-68-2,CAS_RN:22202-68-2,YBGBJYVHJTVUSL-UHFFFAOYSA-L,145.0135,[M-H],-1,121.1,0.503,0.0042,121.1,1,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,4,8
Oxoproline,C5H7NO3,4042-36-8,CAS_RN:4042-36-8,ODHCTXKNWHHXJC-GSVOUGTGSA-N,128.0352,[M-H],-1,124.6,1.09,0.0088,124.6,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Oxoproline,C5H7NO3,4042-36-8,CAS_RN:4042-36-8,ODHCTXKNWHHXJC-GSVOUGTGSA-N,130.0488,[M+H],1,130.4,0.299,0.0023,130.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
Oxytocin,C43H66N12O12S2,50-56-6,CAS_RN:50-56-6,XNOPRXBHLZRZKH-DSZYJQQASA-N,1005.4286,[M-H],-1,297.9,2.721,0.0091,297.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
Palatinose,C12H22O11,343336-76-5,CAS_RN:343336-76-5,XZKUCJJNNDINKX-HGLHLWFZSA-N,341.1078,[M-H],-1,175.4,3.233,0.0184,175.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,7,"7, 8"
Palatinose,C12H22O11,343336-76-5,CAS_RN:343336-76-5,XZKUCJJNNDINKX-HGLHLWFZSA-N,381.0782,[M+K],1,177.7,0.254,0.0014,177.7,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
Palatinose,C12H22O11,343336-76-5,CAS_RN:343336-76-5,XZKUCJJNNDINKX-HGLHLWFZSA-N,365.1052,[M+Na],1,176.2,0.726,0.0041,176.2,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3,"7, 8"
Palmitate,C16H32O2,57-10-3,CAS_RN:57-10-3,IPCSVZSSVZVIGE-UHFFFAOYSA-N,255.2331,[M-H],-1,168.7,0.301,0.0018,168.7,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,7,"7, 8"
Palmitate,C16H32O2,57-10-3,CAS_RN:57-10-3,IPCSVZSSVZVIGE-UHFFFAOYSA-N,279.2309,[M+Na],1,177.8,5.886,0.0331,177.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,7,"7, 8"
Palmitic Acid,C16H31O2,57-10-3,CAS_RN:57-10-3,IPCSVZSSVZVIGE-UHFFFAOYSA-N,255.233,[M-H],-1,169,0.156,9.00E-04,169,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,6,6
Palmitoleic Acid (16:1),C16H30O2,373-49-9,CAS_RN:373-49-9,SECPZKHBENQXJG-FPLPWBNLSA-N,253.2167,[M-H],-1,167.3,0.208,0.0012,167.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,7,"7, 8"
Palmitoleic Acid (16:1),C16H29O2,373-49-9,CAS_RN:373-49-9,SECPZKHBENQXJG-FPLPWBNLSA-N,253.2173,[M-H],-1,167.8,0.123,7.00E-04,167.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,6,6
Palmitoleic Acid (16:1),C16H30O2,373-49-9,CAS_RN:373-49-9,SECPZKHBENQXJG-FPLPWBNLSA-N,277.2143,[M+Na],1,171.5,0.486,0.0028,171.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
Palmitoylcarnitine,C23H45NO4,6865-14-1,CAS_RN:6865-14-1,GAMKNLFIHBMGQT-UHFFFAOYSA-N,400.3385,[M+H],1,213.8,0.34,0.0016,213.8,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acid esters,4,8
Palmitoylcarnitine,C23H45NO4,6865-14-1,CAS_RN:6865-14-1,GAMKNLFIHBMGQT-UHFFFAOYSA-N,422.3201,[M+Na],1,219.5,0.58,0.0026,219.5,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acid esters,4,8
Pantothenate,C9H17NO5,79-83-4,CAS_RN:79-83-4,GHOKWGTUZJEAQD-ZETCQYMHSA-N,218.1038,[M-H],-1,146.6,0.058,4.00E-04,146.6,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,4,8
Pantothenate,C9H17NO5,79-83-4,CAS_RN:79-83-4,GHOKWGTUZJEAQD-ZETCQYMHSA-N,220.118,[M+H],1,129.8,0.486,0.0037,129.8,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,4,8
Pantothenate,C9H17NO5,79-83-4,CAS_RN:79-83-4,GHOKWGTUZJEAQD-ZETCQYMHSA-N,242.1005,[M+Na],1,150.8,0.096,6.00E-04,150.8,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,4,8
Paraxanthine,C7H8N4O2,611-59-6,CAS_RN:611-59-6,QUNWUDVFRNGTCO-UHFFFAOYSA-N,181.07,[M+H],1,134.5,0.532,0.004,134.5,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,7,"7, 8"
Paraxanthine,C7H8N4O2,611-59-6,CAS_RN:611-59-6,QUNWUDVFRNGTCO-UHFFFAOYSA-N,181.07,[M+H],1,139,0.483,0.0035,139,2,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,4,8
Paraxanthine,C7H8N4O2,611-59-6,CAS_RN:611-59-6,QUNWUDVFRNGTCO-UHFFFAOYSA-N,203.053,[M+Na],1,149.4,0.222,0.0015,149.4,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,4,8
Paullinic Acid (20:1),C20H38O2,5561-99-9,CAS_RN:5561-99-9,BITHHVVYSMSWAG-KTKRTIGZSA-N,309.2793,[M-H],-1,183.3,0.209,0.0011,183.3,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
Paullinic acid (20:1),C20H38O2,5561-99-9,CAS_RN:5561-99-9,BITHHVVYSMSWAG-KTKRTIGZSA-N,333.2769,[M+Na],1,187.4,0.404,0.0022,187.4,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,3,7
PC (11:0/11:0),C30H60NO8P,27869-47-2,CAS_RN:27869-47-2,XCCDCYFQYUARAY-UHFFFAOYSA-N,616.3954,[M+Na],1,258.9,0.666,0.0026,258.9,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (16:0/2:0),C26H52NO8P,79512-78-0,CAS_RN:79512-78-0,XPAXRSJGGFVTFM-RUZDIDTESA-N,538.3509,[M+H],1,239.7,1.629,0.0068,239.7,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (16:0/2:0),C26H52NO8P,79512-78-0,CAS_RN:79512-78-0,XPAXRSJGGFVTFM-RUZDIDTESA-N,560.3328,[M+Na],1,244,2.446,0.01,244,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (16:0E/2:0),C26H54NO7P,74389-68-7,CAS_RN:74389-68-7,HVAUUPRFYPCOCA-AREMUKBSSA-N  ,524.3716,[M+H],1,234.8,1.352,0.0058,234.8,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (16:0E/2:0),C26H54NO7P,74389-68-8,CAS_RN:74389-68-8,HVAUUPRFYPCOCA-AREMUKBSSA-N  ,546.3535,[M+Na],1,240.6,1.822,0.0076,240.6,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (16:1/16:1) (del9-cis),C40H76NO8P,4724-96-3,CAS_RN:4724-96-3,GPWHCUUIQMGELX-KXQOOQHDSA-N  ,730.5387,[M+H],1,278.4,0.917,0.0033,278.4,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (16:1/16:1) (del9-cis),C40H76NO8P,4724-96-3,CAS_RN:4724-96-3,GPWHCUUIQMGELX-KXQOOQHDSA-N  ,752.5206,[M+Na],1,281.3,1.096,0.0039,281.3,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
PC (18:1(9Z)/16:0),C42H82NO8P,59491-62-2,CAS_RN:59491-62-2,RRVPPYNAZJRZFR-VYOBOKEXSA-N,760.5856,[M+H],1,287.9,0.146,5.00E-04,287.9,1,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,3,7
